Date of Sale,Address,Location,Boarea,Biarea,Total Area,Number of Rooms,Plot Area,Closing Price
2023-01-17,Stenåldersgatan 57,"VillaVilla Ytterby, Kungälvs kommun",107.0,0.0,107.0,5,354,4380000
2023-01-12,Duvesjön 216,"VillaVilla Romelanda, Kungälvs kommun",153.0,0.0,153.0,6,2091,4750000
2023-01-04,Rostock 290,"VillaVilla Romelanda, Kungälvs kommun",148.0,65.0,213.0,0,1678,3400000
2022-12-27,Långdammsvägen 2,"VillaVilla Marstrandsön, Kungälvs kommun",28.0,0.0,28.0,0,617,7125000
2022-12-21,Munkegärdegatan 312,"VillaVilla Munkegärde, Kungälvs kommun",170.0,0.0,170.0,6,612,5605000
2022-12-15,Bremnäs 130,"VillaVilla Lycke, Kungälvs kommun",167.0,40.0,207.0,8,938,4490000
2022-12-13,Bremnäs 155,"VillaVilla Lycke Bremnäs, Kungälvs kommun",137.0,53.0,190.0,6,1298,4125000
2022-12-02,Skurhagagatan 3,"VillaVilla Komarken, Kungälvs kommun",127.0,125.0,252.0,6,603,4700000
2022-12-02,Över-Restad 165,"VillaVilla Hålta, Kungälvs kommun",126.0,0.0,126.0,6,1693,5050000
2022-12-02,Sundhammarsvägen 610,"VillaVilla Kärna, Kungälvs kommun",188.0,0.0,188.0,6,2010,5500000
2022-12-02,Klevevägen 50,"VillaVilla Ytterby, Kungälvs kommun",110.0,0.0,110.0,4,0,3600000
2022-12-01,Klockarvägen 11,"VillaVilla Diseröd, Kungälvs kommun",170.0,0.0,170.0,6,574,4300000
2022-11-29,Hammarberg 830,"VillaVilla Kode, Kungälvs kommun",73.0,15.0,88.0,3,1632,2900000
2022-11-24,Jordliden 30,"VillaVilla Kungälv, Kungälvs kommun",86.0,0.0,86.0,3,0,2750000
2022-11-24,Grindklykan 9,"VillaVilla Grinden, Kungälvs kommun",114.0,0.0,114.0,4,729,4800000
2022-11-18,Hältorp 130,"VillaVilla Ytterby, Kungälvs kommun",115.0,115.0,230.0,7,1372,4050000
2022-11-17,Häljeröd 430,"VillaVilla Romelanda, Kungälvs kommun",132.0,0.0,132.0,6,3009,4515000
2022-11-13,Sjöhåla 130,"VillaVilla Sjöhåla, Kungälvs kommun",121.0,75.0,196.0,4,1576,2400000
2022-11-12,Flädervägen 18,"VillaVilla Romelanda, Kungälvs kommun",137.0,20.0,157.0,6,353,3850000
2022-11-11,Lundby 440,"VillaVilla Kareby, Kungälvs kommun",125.0,120.0,245.0,5,1676,4500000
2022-11-10,Fiolmannens gata 17,"VillaVilla Ytterby, Kungälvs kommun",115.0,0.0,115.0,5,0,3995000
2022-11-06,Lefstad 350,"VillaVilla Kärna, Kungälvs kommun",129.0,90.0,219.0,6,2216,4050000
2022-11-03,Enskiftegatan 10,"VillaVilla Kungälv - Ytterby, Kungälvs kommun",179.0,0.0,179.0,6,768,5500000
2022-10-31,Mossvägen 38,"VillaVilla Lökeberg, Kungälvs kommun",86.0,0.0,86.0,3,1111,4400000
2022-10-26,Lingången 16,"VillaVilla Kungälv - Centrum, Kungälvs kommun",120.0,0.0,120.0,4,402,4550000
2022-10-21,Jägersberg 310,"VillaVilla Kode, Kungälvs kommun",184.0,28.0,212.0,6,26210,4000000
2022-10-19,Mossvägen 37,"VillaVilla Lökeberg, Kungälvs kommun",86.0,0.0,86.0,3,1844,4400000
2022-10-16,Prejelvägen 120,"VillaVilla Ullstorp, Kungälvs kommun",122.0,0.0,122.0,5,314,5495000
2022-10-12,Vältvägen 509,"VillaVilla Ullstorp, Kungälvs kommun",105.0,0.0,105.0,4,319,5050000
2022-10-12,Björröd 310,"VillaVilla Kode, Kungälvs kommun",172.0,0.0,172.0,6,1514,4350000
2022-10-03,Kullholmsvägen 6,"VillaVilla Tjuvkil, Kungälvs kommun",117.0,0.0,117.0,5,429,5900000
2022-09-30,Kantorvägen 8,"VillaVilla Diseröd, Kungälvs kommun",125.0,0.0,125.0,4,557,3700000
2019-08-21,Olserödsgatan 16,"VillaVilla Olseröd, Kungälvs kommun",118.0,0.0,118.0,5,238,3875000
2019-08-20,Lysegården 110,"VillaVilla Romelanda, Kungälvs kommun",156.0,36.0,192.0,5,2899,3380000
2019-08-19,Vävra 433,"VillaVilla Hålta, Kungälvs kommun",198.0,0.0,198.0,6,1729,5300000
2019-08-16,Munkholmsgatan 2,"VillaVilla Komarken, Kungälvs kommun",137.0,73.0,210.0,7,893,5400000
2019-08-16,Staby 360,"VillaVilla Kungälv - Kärna, Kungälvs kommun",119.0,75.0,194.0,5,1020,2900000
2019-08-16,Beryllvägen 2,"VillaVilla Kode, Kungälvs kommun",128.0,5.0,133.0,6,908,4455000
2019-08-16,Grindvakten 27,"VillaVilla Kungälv Grinden, Kungälvs kommun",121.0,0.0,121.0,4,312,3750000
2019-08-15,Holm 440,"VillaVilla Kärna, Kungälvs kommun",131.0,13.0,144.0,5,1408,4275000
2019-08-14,Tolleröd 280,"VillaVilla Kungälv, Kungälvs kommun",73.0,0.0,73.0,3,1446,3330000
2019-08-13,Hasselvägen 5,"VillaVilla Romelanda, Kungälvs kommun",115.0,166.0,281.0,0,972,1900000
2019-08-13,Vetegången 15,"VillaVilla Centralt, Kungälvs kommun",124.0,0.0,124.0,4,403,4100000
2019-08-12,Staby 750,"VillaVilla Kärna, Kungälvs kommun",117.0,151.0,268.0,7,2787,4325000
2019-08-02,Solvagnsgatan 2,"VillaVilla Ytterby, Kungälvs kommun",164.0,12.0,176.0,5,484,5455000
2019-08-01,Aspvägen 8,"VillaVilla Ytterby, Kungälvs kommun",130.0,90.0,220.0,5,602,4680000
2019-08-01,Rönnvägen 17,"VillaVilla Diseröd, Kungälvs kommun",125.0,80.0,205.0,6,805,3500000
2019-07-20,Prästvägen 990,"VillaVilla Diseröd, Kungälvs kommun",191.0,107.0,298.0,5,1941,5000000
2019-07-18,Kulleskärsvägen,"VillaVilla Tjuvkil, Kungälvs kommun",142.0,0.0,142.0,6,410,4893000
2019-07-16,Lilla Fjellsholmen 61,"VillaVilla Vedhall, Kungälvs kommun",86.0,0.0,86.0,4,405,6500000
2019-07-12,Sjöhåla 120,"VillaVilla Kovikshamn, Kungälvs kommun",65.0,0.0,65.0,2,1662,1870000
2019-07-11,Bergliden 5,"VillaVilla Kode, Kungälvs kommun",68.0,16.0,84.0,3,1945,2970000
2019-07-09,Snäckliden 2,"VillaVilla Sundhammar, Kungälvs kommun",120.0,30.0,150.0,5,1085,4800000
2019-07-05,Kantorvägen 5,"VillaVilla Bohuslän, Kungälvs kommun",125.0,0.0,125.0,5,574,3495000
2019-07-05,Vävra 470,"VillaVilla Hålta, Kungälvs kommun",160.0,10.0,170.0,5,3244,2900000
2019-07-05,Valeberg 105,"VillaVilla Solberga-Kode, Kungälvs kommun",98.0,55.0,153.0,4,2957,3350000
2019-07-03,Ranneberg 200,"VillaVilla Kärna, Kungälvs kommun",66.0,63.0,129.0,4,3315,2250000
2019-07-03,Bergsvägen 15,"VillaVilla Ödsmålsmosse/Rörtången, Kungälvs kommun",57.0,0.0,57.0,4,1784,1600000
2019-07-02,Vitsippegatan 12,"VillaVilla Ytterby, Kungälvs kommun",179.0,21.0,200.0,6,535,4650000
2019-07-01,Hanekullen 205,"VillaVilla Kareby, Kungälvs kommun",196.0,0.0,196.0,6,1885,4750000
2019-06-28,Dotorp 250,"VillaVilla Kärna, Kungälvs kommun",126.0,32.0,158.0,5,1449,3825000
2019-06-27,Över-Restad 210,"VillaVilla Hålta, Kungälvs kommun",107.0,0.0,107.0,5,2738,1700000
2019-06-26,Hövdingagatan 1,"VillaVilla Komarken, Kungälvs kommun",163.0,160.0,323.0,6,1030,5200000
2019-06-25,Ängsgatan 17,"VillaVilla Centralt, Kungälvs kommun",102.0,102.0,204.0,5,574,4620000
2019-06-23,Ranneberg 180,"VillaVilla Kärna, Kungälvs kommun",95.0,55.0,150.0,5,1204,2810000
2019-06-20,Bastubäcksvägen 38,"VillaVilla Ödsmålsmosse/Rörtången, Kungälvs kommun",63.0,0.0,63.0,3,767,2900000
2019-06-20,Enskiftegatan 14,"VillaVilla Ytterby, Kungälvs kommun",170.0,73.0,243.0,7,924,5575000
2019-06-20,Häljeröd 420,"VillaVilla Romelanda, Kungälvs kommun",146.0,62.0,208.0,5,1172,3800000
2019-06-20,Strömgatan 3,"VillaVilla Ytterby, Kungälvs kommun",94.0,47.0,141.0,5,955,4750000
2019-06-19,Grindslanten 14,"VillaVilla Grinden, Kungälvs kommun",112.7,15.0,127.7,5,0,3000000
2019-06-19,Skogen 148,"VillaVilla Kareby, Kungälvs kommun",145.0,0.0,145.0,6,2156,5100000
2019-06-15,Norrmannebo 200,"VillaVilla Romelanda, Kungälvs kommun",127.0,71.0,198.0,6,3500,3200000
2019-06-14,Vråstigen 2,"VillaVilla Bohuslän, Kungälvs kommun",95.0,35.0,130.0,6,1661,3300000
2019-06-14,Skårby 590,"VillaVilla Kareby, Kungälvs kommun",65.0,10.0,75.0,2,1132,2350000
2019-06-13,Blåsippegatan 14,"VillaVilla Ytterby, Kungälvs kommun",201.0,0.0,201.0,6,833,4000000
2019-06-12,Granndalen 19,"VillaVilla Lycke, Kungälvs kommun",49.0,0.0,49.0,4,1421,1700000
2019-06-11,Länsmansvägen 28,"VillaVilla Ytterby, Kungälvs kommun",127.0,51.0,178.0,6,862,4707000
2019-06-10,Nordön 180,"VillaVilla Tjuvkil, Kungälvs kommun",80.0,80.0,160.0,5,1587,4850000
2019-06-07,Barlinds väg  7,"VillaVilla Marstrand, Kungälvs kommun",90.0,0.0,90.0,5,1527,4490000
2019-06-07,Skårby 985,"VillaVilla Bohuslän, Kungälvs kommun",165.6,0.0,165.6,5,1655,4750000
2019-06-05,Brunskär 510,"VillaVilla Kärna, Kungälvs kommun",90.0,15.0,105.0,4,365,4250000
2019-06-04,Kastellegårdsvägen 220,"VillaVilla Kastellegården, Kungälvs kommun",4.0,0.0,4.0,4,1450,4050000
2017-11-23,Sjöhåla 580,"VillaVilla Kovikshamn, Kungälvs kommun",94.0,87.0,181.0,5,1068,3100000
2017-11-18,Galeasgatan 15,"VillaVilla Kungälv, Kungälvs kommun",103.0,64.0,167.0,5,610,3850000
2017-11-17,Västerhöjdsvägen 36,"VillaVilla Kärna, Kungälvs kommun",107.0,0.0,107.0,5,258,4000000
2017-11-16,Gråstensvägen 19,"VillaVilla Kode Halltorp, Kungälvs kommun",94.0,0.0,94.0,5,1197,3200000
2017-11-16,Hägnan 135,"VillaVilla KAREBY, Kungälvs kommun",235.0,0.0,235.0,6,104335,8800000
2017-11-15,Rishammarvägen 17,"VillaVilla Kareby, Kungälvs kommun",120.0,80.0,200.0,6,1142,4375000
2017-11-10,Nygatan 14,"VillaVilla Marstrand - Koön, Kungälvs kommun",167.0,80.0,247.0,6,677,10800000
2017-11-05,Granndalen 7,"VillaVilla Lycke, Kungälvs kommun",50.0,0.0,50.0,2,1465,1875000
2017-11-01,Skårby 670,"VillaVilla Kareby, Kungälvs kommun",143.0,0.0,143.0,6,4813,3000000
2017-11-01,Kodevägen 3,"VillaVilla KODE, Kungälvs kommun",150.0,50.0,200.0,7,2025,4300000
2017-10-31,Matskärsvägen 12A,"VillaVilla Lycke, Kungälvs kommun",145.0,0.0,145.0,6,249,4500000
2017-10-31,Årsnäs 290,"VillaVilla Årsnäs, Kungälvs kommun",167.0,0.0,167.0,5,2558,4950000
2017-10-27,Staby 350,"VillaVilla Kärna, Kungälvs kommun",110.0,80.0,190.0,4,911,2425000
2017-10-27,Vråstigen 6,"VillaVilla Överön / Vråkärr, Kungälvs kommun",100.0,0.0,100.0,3,1453,2475000
2017-10-26,Bergkristallvägen 23,"VillaVilla Kode, Kungälvs kommun",130.0,0.0,130.0,5,504,4780000
2017-10-23,Östra Gatan 9,"VillaVilla Centrum, Kungälvs kommun",325.0,82.0,407.0,10,359,7900000
2017-10-21,Kållen 160,"VillaVilla Norrmannebo, Kungälvs kommun",88.0,0.0,88.0,4,1819,1650000
2017-10-20,Fredkullagatan 8,"VillaVilla Komarken, Kungälvs kommun",175.0,100.0,275.0,6,741,7160000
2017-10-20,Jakobsvägen 7,"VillaVilla Kode, Kungälvs kommun",188.0,0.0,188.0,3,1324,5475000
2017-10-16,Mjölnarvägen 13,"VillaVilla Diseröd, Kungälvs kommun",158.0,59.0,217.0,7,899,3965000
2017-10-13,Klövergången 15,"VillaVilla Centrum, Kungälvs kommun",125.0,0.0,125.0,4,401,4150000
2017-10-13,Kulperödsvägen 5A,"VillaVilla Gullbringa, Kungälvs kommun",100.0,20.0,120.0,5,450,2495000
2017-10-13,Stora Ryr 130,"VillaVilla Lycke, Kungälvs kommun",80.0,20.0,100.0,5,2270,1600000
2017-10-12,Röd 140,"VillaVilla Kareby, Kungälvs kommun",122.0,11.0,133.0,4,2052,3400000
2017-10-12,Smaragdvägen 48,"VillaVilla Kode, Kungälvs kommun",133.0,0.0,133.0,5,368,3700000
2017-10-10,Ulvesund 405,"VillaVilla Ytterby - Ulvesund, Kungälvs kommun",72.0,0.0,72.0,3,681,2670000
2017-10-09,Åsebyberg 853,"VillaVilla Åseby, Kungälvs kommun",137.0,0.0,137.0,5,1462,4150000
2017-10-06,Toftebergsvägen 2,"VillaVilla Tjuvkil, Kungälvs kommun",84.0,0.0,84.0,5,1085,3700000
2017-10-05,Kärnavägen 4,"VillaVilla Kärna, Kungälvs kommun",110.0,90.0,200.0,7,860,4100000
2017-10-05,Enekullsvägen 28,"VillaVilla Enekullen, Kungälvs kommun",125.0,18.0,143.0,4,789,4100000
2017-10-03,Skårshöjd 8,"VillaVilla Kärna, Kungälvs kommun",120.0,40.0,160.0,5,900,2700000
2017-10-02,Lundby 280,"VillaVilla Kareby 1, Kungälvs kommun",85.0,0.0,85.0,4,2056,3250000
2017-09-29,Rosenstensvägen 3,"VillaVilla Kode, Kungälvs kommun",143.0,0.0,143.0,6,458,4000000
2017-09-25,Bräcke 330,"VillaVilla Kärna, Kungälvs kommun",86.0,0.0,86.0,4,1188,2800000
2017-09-22,Ulvesund 419,"VillaVilla Kungälv - Ulvesund, Kungälvs kommun",65.0,0.0,65.0,2,688,2710000
2017-09-21,Bergåsvägen 23,"VillaVilla Ytterby, Kungälvs kommun",131.0,37.0,168.0,5,1267,4575000
2017-09-20,Vävra 710,"VillaVilla Hålta, Kungälvs kommun",100.0,100.0,200.0,5,4794,3650000
2017-09-20,Trätäljagatan 2,"VillaVilla Iskällan, Kungälvs kommun",147.0,147.0,294.0,9,937,5875000
2017-09-14,Håkons gata 6,"VillaVilla Iskällan, Kungälvs kommun",117.0,0.0,117.0,4,960,4950000
2017-09-10,Torp 340,"VillaVilla Kareby, Kungälvs kommun",127.0,100.0,227.0,6,21023,4325000
2017-09-08,Västra Åkerhögsvägen 17,"VillaVilla Kärna, Kungälvs kommun",155.0,20.0,175.0,6,1824,4575000
2017-09-07,Rävo 170,"VillaVilla Hålta, Kungälvs kommun",165.0,60.0,225.0,5,4627,7150000
2017-09-07,Törnrosgatan 5,"VillaVilla Ytterby Tornhaga, Kungälvs kommun",195.0,0.0,195.0,6,1075,4555000
2017-09-05,Snäckliden 13,"VillaVilla Sundhammar, Kungälvs kommun",48.0,33.0,81.0,4,1590,2800000
2017-09-01,Bergåsvägen 16e,"VillaVilla Kungälv - Ytterby, Kungälvs kommun",100.0,0.0,100.0,4,602,4820000
2017-08-31,Sjöhåla 170,"VillaVilla KÄRNA, Kungälvs kommun",124.0,72.0,196.0,5,2035,3550000
2017-08-30,Duvesjön 308,"VillaVilla Romelanda, Kungälvs kommun",121.0,0.0,121.0,4,916,3295000
2017-08-29,Hermelingatan 11,"VillaVilla Olseröd, Kungälvs kommun",126.0,0.0,126.0,5,548,5300000
2017-08-28,Flädervägen 14,"VillaVilla Bohuslän, Kungälvs kommun",105.0,0.0,105.0,5,476,3450000
2017-08-24,Solberga 900,"VillaVilla Kode, Kungälvs kommun",123.0,0.0,123.0,4,1107,2500000
2018-10-18,Häljeröd 120,"VillaVilla Romelanda Diseröd, Kungälvs kommun",193.0,0.0,193.0,5,15148,6100000
2018-10-17,Ellesbovägen 204,"VillaVilla Kungälv, Kungälvs kommun",75.0,48.0,123.0,5,1062,3000000
2018-10-15,Olserödsgatan 106,"VillaVilla Olseröd, Kungälvs kommun",170.0,20.0,190.0,5,1227,6000000
2018-10-12,Äslingsvägen 7,"VillaVilla Tjuvkil, Kungälvs kommun",120.0,0.0,120.0,5,1285,4100000
2018-10-11,Åsebyberg 855,"VillaVilla Kode, Kungälvs kommun",129.0,18.0,147.0,5,4105,3850000
2018-10-05,Solvagnsgatan 30,"VillaVilla Stället, Kungälvs kommun",138.0,0.0,138.0,5,479,5275000
2018-10-04,Guntorpsvägen 24,"VillaVilla Kode, Kungälvs kommun",110.0,100.0,210.0,5,1065,2975000
2018-10-03,Lerlycke 250,"VillaVilla Kärna, Kungälvs kommun",130.0,88.0,218.0,5,1020,3700000
2018-10-02,Olvonvägen 23,"VillaVilla Diseröd, Kungälvs kommun",222.0,98.0,320.0,7,1000,3600000
2018-09-28,Bockebergsvägen 2,"VillaVilla Lycke, Kungälvs kommun",49.0,10.0,59.0,4,1386,1850000
2018-09-27,Lerskärsvägen 21,"VillaVilla Tjuvkil, Kungälvs kommun",120.0,40.0,160.0,4,1299,4700000
2018-09-27,Valtersäng 35,"VillaVilla Centralt, Kungälvs kommun",159.0,40.0,199.0,6,650,6120000
2018-09-25,Råckeröd 200,"VillaVilla Kärna, Kungälvs kommun",120.0,0.0,120.0,5,1192,3150000
2018-09-25,Västra gatan 26A,"VillaVilla Centralt, Kungälvs kommun",149.0,21.0,170.0,6,316,5500000
2018-09-24,Gamla Kungälvsvägen 13,"VillaVilla Ytterby, Kungälvs kommun",176.0,87.0,263.0,8,1862,6800000
2018-09-19,Havregången 12,"VillaVilla Kungälv centralt, Kungälvs kommun",125.0,0.0,125.0,5,496,4000000
2018-09-13,Lerskärsvägen 50,"VillaVilla Lycke, Kungälvs kommun",93.0,93.0,186.0,5,1221,3750000
2018-09-11,Rubinvägen 6,"VillaVilla Kode, Kungälvs kommun",108.0,114.0,222.0,5,1123,3650000
2018-09-11,Bastubäcksvägen 11,"VillaVilla Ödsmåls mosse/Rörtången, Kungälvs kommun",78.0,15.0,93.0,3,1225,3100000
2018-09-10,Glose 110,"VillaVilla Glose, Kungälvs kommun",150.0,30.0,180.0,5,3157,4500000
2018-09-09,Bokvägen 3,"VillaVilla Kungälv centralt, Fontin., Kungälvs kommun",184.0,128.0,312.0,8,781,5350000
2018-09-08,Livelycke 290,"VillaVilla Bohuslän, Kungälvs kommun",163.0,0.0,163.0,6,2941,3820000
2018-09-06,Lilla Dalvägen 5,"VillaVilla Ödsmålsmosse, Kungälvs kommun",36.0,0.0,36.0,2,1667,965000
2018-09-05,Grepvägen 403,"VillaVilla Ullstorp, Kungälvs kommun",121.0,0.0,121.0,5,526,5250000
2018-09-05,Vävra 380,"VillaVilla Hålta, Kungälvs kommun",49.0,0.0,49.0,2,1514,2260000
2018-09-05,Stenåldersgatan 11,"VillaVilla Ytterby, Kungälvs kommun",103.0,0.0,103.0,4,440,3900000
2018-09-04,Storskiftegatan 11,"VillaVilla Ytterby, Kungälvs kommun",90.0,40.0,130.0,4,188,3375000
2018-09-03,Vältvägen 505,"VillaVilla Bohuslän, Kungälvs kommun",121.0,9.0,130.0,5,250,4800000
2018-08-31,Lilla Fjellsholmen 14,"VillaVilla Lilla Fjellsholmen, Kungälvs kommun",86.0,0.0,86.0,4,418,6700000
2018-08-30,Hammarhöjden 695,"VillaVilla Kode, Kungälvs kommun",83.0,28.0,111.0,3,1053,2750000
2018-08-30,Kärnavägen 16,"VillaVilla Kärna, Kungälvs kommun",171.0,83.0,254.0,7,695,4120000
2018-08-30,Klintegatan 17,"VillaVilla Centralt - Kungälv, Kungälvs kommun",125.0,51.0,176.0,7,704,7350000
2018-08-30,Stenåldersgatan 53,"VillaVilla Ytterby - Stället, Kungälvs kommun",107.0,0.0,107.0,5,381,4050000
2018-08-29,Grepvägen 391,"VillaVilla Ullstorp, Kungälvs kommun",121.0,7.0,128.0,5,431,4850000
2018-08-29,Duvesjön 310,"VillaVilla Duvesjön, Kungälvs kommun",101.0,0.0,101.0,4,1454,2800000
2018-08-29,Torsby 132,"VillaVilla Kärna, Kungälvs kommun",169.0,0.0,169.0,7,1731,4550000
2018-08-25,Kristinedalsgatan 7,"VillaVilla Centrum, Kungälvs kommun",178.0,85.0,263.0,6,857,7125000
2018-08-24,Åsebyberg 745,"VillaVilla Åsebyberg, Kungälvs kommun",110.0,0.0,110.0,4,1776,1130000
2018-08-24,Korpvägen 259,"VillaVilla KUNGÄLV, Kungälvs kommun",139.0,18.0,157.0,6,437,5500000
2018-08-17,Ställets bygata 76,"VillaVilla YTTERBY, Kungälvs kommun",147.0,0.0,147.0,6,1070,4925000
2018-08-15,Skeppsholmsgatan 2,"VillaVilla Centrum, Kungälvs kommun",121.0,0.0,121.0,5,913,6300000
2018-08-10,Jägersberg 244,"VillaVilla Kode, Kungälvs kommun",120.0,0.0,120.0,3,2003,3850000
2018-08-09,Hammarhöjden 670,"VillaVilla Kode, Kungälvs kommun",100.0,47.0,147.0,2,1090,3230000
2018-07-29,Saltskärsvägen 10,"VillaVilla Tjuvkil, Kungälvs kommun",64.0,0.0,64.0,2,3440,2300000
2018-07-26,Duvesjön 313,"VillaVilla Duvesjön, Kungälvs kommun",87.0,0.0,87.0,3,1191,3300000
2018-07-18,Byvägen 18,"VillaVilla Ödsmåls mosse/Rörtången, Kungälvs kommun",60.0,42.0,102.0,4,1509,1850000
2018-07-17,Guntorpsvägen 2,"VillaVilla Kode, Kungälvs kommun",129.0,70.0,199.0,7,734,3150000
2018-07-12,Tjuvkil 510,"VillaVilla Tjuvkil, Kungälvs kommun",90.0,98.0,188.0,4,2575,2550000
2018-07-10,Lundby 475,"VillaVilla Kareby, Kungälvs kommun",141.0,0.0,141.0,5,2024,4680000
2018-07-09,Gunneröd 200,"VillaVilla Lycke, Kungälvs kommun",58.0,25.0,83.0,2,789,2400000
2018-04-05,Gategården 182,"VillaVilla Hålta, Kungälvs kommun",240.0,50.0,290.0,8,1484,4020000
2018-04-01,Valtersäng 11,"VillaVilla Kungälv Centralt, Kungälvs kommun",162.0,0.0,162.0,0,808,5495000
2018-03-30,Harkeröd,"VillaVilla Hålta, Kungälvs kommun",98.0,0.0,98.0,3,818,795000
2018-03-29,Ulvesund 420,"VillaVilla Ytterby - Ulvesund, Kungälvs kommun",47.0,0.0,47.0,2,1043,1650000
2018-03-29,Hallebäcksvägen 2,"VillaVilla Timmervik, Kungälvs kommun",73.0,7.0,80.0,3,1029,2550000
2018-03-27,Snäckvägen 11,"VillaVilla Ödsmåls mosse/Rörtången, Kungälvs kommun",45.0,25.0,70.0,2,1593,2000000
2018-03-24,Bergkristallvägen 1,"VillaVilla Kode, Kungälvs kommun",132.0,0.0,132.0,5,501,4300000
2018-03-23,Hög 110,"VillaVilla Diseröd, Kungälvs kommun",241.0,0.0,241.0,9,2835,4250000
2018-03-20,Rishammarvägen 32,"VillaVilla Kareby, Kungälvs kommun",122.0,61.0,183.0,5,794,4750000
2018-03-16,Svärdgatan 8,"VillaVilla Ytterby, Kungälvs kommun",137.0,8.0,145.0,5,428,5250000
2018-03-11,Rörmossevägen 140,"VillaVilla Rörmossen, Kungälvs kommun",174.0,0.0,174.0,6,1407,4810000
2018-03-10,Dotorp 400,"VillaVilla Kärna, Kungälvs kommun",114.0,54.0,168.0,5,5650,4200000
2018-03-09,Skomakarevägen 17,"VillaVilla Hålta, Kungälvs kommun",178.0,24.0,202.0,6,2018,3730000
2018-03-09,Havregången 1,"VillaVilla Komarken, Kungälvs kommun",147.0,0.0,147.0,6,504,3900000
2018-03-07,Åldermansvägen 4,"VillaVilla Ytterby, Kungälvs kommun",130.0,125.0,255.0,7,695,4700000
2018-02-27,Jorsalagatan 1,"VillaVilla Iskällan, Kungälvs kommun",119.0,97.0,216.0,7,891,4300000
2018-02-26,Prästvägen 830,"VillaVilla Diseröd, Kungälvs kommun",259.0,48.0,307.0,10,3049,6250000
2018-02-23,Länsmansvägen 24,"VillaVilla Ytterby, Kungälvs kommun",126.0,85.0,211.0,4,915,4600000
2018-02-21,Rättarevägen 11,"VillaVilla Ytterby, Kungälvs kommun",105.0,122.0,227.0,6,477,4780000
2018-02-21,Västerhöjdsvägen 44,"VillaVilla Bohuslän, Kungälvs kommun",104.0,15.0,119.0,6,285,4250000
2018-02-20,Hemvägen 15,"VillaVilla Diseröd, Kungälvs kommun",138.0,0.0,138.0,5,0,3450000
2018-02-14,Grindvakten 31,"VillaVilla Grinden, Kungälvs kommun",121.0,0.0,121.0,5,448,3700000
2018-02-09,Skardet 126,"VillaVilla Kode, Kungälvs kommun",212.0,0.0,212.0,7,2456,6500000
2018-02-08,Arntorp 190,"VillaVilla Kareby, Kungälvs kommun",85.0,92.0,177.0,4,1048,2735000
2018-02-03,Solskiftegatan 38,"VillaVilla Ytterby, Kungälvs kommun",110.0,50.0,160.0,5,797,4560000
2018-02-03,Torsbyvägen 22,"VillaVilla Ytterby, Kungälvs kommun",170.0,53.0,223.0,7,1650,4800000
2018-02-01,Flintstensgatan 1,"VillaVilla Ytterby - Stället, Kungälvs kommun",122.0,0.0,122.0,5,304,4400000
2018-01-30,Duvesjön 304,"VillaVilla Duvesjön, Kungälvs kommun",124.0,0.0,124.0,4,1180,3650000
2018-01-30,Hemvägen 9,"VillaVilla Diseröd, Kungälvs kommun",137.0,0.0,137.0,5,438,3500000
2018-01-26,Poppelvägen 1,"VillaVilla Diseröd, Kungälvs kommun",138.0,0.0,138.0,6,788,4500000
2018-01-26,Fasanstigen 5,"VillaVilla Skälebräcke, Kungälvs kommun",126.0,0.0,126.0,5,362,3495000
2018-01-22,Rostock 338,"VillaVilla Bohuslän, Kungälvs kommun",161.0,0.0,161.0,6,1083,5000000
2018-01-19,Prejelvägen 128,"VillaVilla Ullstorp, Kungälvs kommun",122.0,0.0,122.0,5,293,4650000
2018-01-14,Kolonigatan 6,"VillaVilla Marstrand, Kungälvs kommun",135.0,75.0,210.0,5,863,8300000
2018-01-12,Signehög 210,"VillaVilla Romelanda, Kungälvs kommun",142.0,28.0,170.0,6,945,3350000
2018-01-12,Munkegärdegatan 339,"VillaVilla Munkegärde, Kungälvs kommun",117.0,0.0,117.0,5,659,4750000
2018-01-03,Nordängen 2,"VillaVilla Sundhammar, Kungälvs kommun",165.0,7.0,172.0,6,1936,6500000
2018-01-02,Kristiansborg 350,"VillaVilla Tjuvkil, Kungälvs kommun",121.0,65.0,186.0,5,1099,5500000
2017-12-22,Duvesjön 180,"VillaVilla Duvesjön, Kungälvs kommun",47.0,0.0,47.0,2,1650,1725000
2017-12-21,Råckeröd 150,"VillaVilla Kärna, Kungälvs kommun",60.0,0.0,60.0,3,2095,2195000
2017-12-20,Ulvesund 530,"VillaVilla Ytterby - Ulvesund, Kungälvs kommun",75.0,20.0,95.0,4,3233,3045000
2017-12-13,Prejelvägen 117,"VillaVilla Ullstorp, Kungälvs kommun",122.0,8.0,130.0,5,596,4740000
2017-12-13,Krappvägen 571,"VillaVilla KUNGÄLV, Kungälvs kommun",148.0,10.0,158.0,5,382,6000000
2017-12-10,Oskarsberg 120,"VillaVilla Kungälv Kareby, Kungälvs kommun",208.0,0.0,208.0,5,1363,4200000
2017-12-07,Vandilgatan 4,"VillaVilla Ytterby - Stället, Kungälvs kommun",197.0,0.0,197.0,6,885,5750000
2017-12-06,Fasanstigen 10,"VillaVilla Skälebräcke, Kungälvs kommun",128.0,0.0,128.0,4,338,4000000
2017-12-02,Lefstad 230,"VillaVilla Kärna, Kungälvs kommun",93.0,93.0,186.0,7,1603,3580000
